,sid,timestamp,event,act,div_id,chapter,subchapter
4736,johnme,2022-02-11 16:46:08.327191,parsonsMove,move|4_5_0-11_12_0-2_3_0-6_0|9_10_0-8_0-0_1_0-7_0|c0,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4737,johnme,2022-02-11 16:46:09.784485,parsonsMove,move|11_12_0-2_3_0-6_0|9_10_0-8_0-0_1_0-7_0-4_5_0|c0,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4738,johnme,2022-02-11 16:46:11.538376,parsonsMove,move|2_3_0-6_0|9_10_0-8_0-0_1_0-7_0-4_5_0-11_12_0|c0,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4739,johnme,2022-02-11 16:46:13.311394,parsonsMove,move|6_0|9_10_0-8_0-0_1_0-7_0-4_5_0-11_12_0-2_3_0|c0,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4740,jacquelinea,2022-02-11 16:46:13.352115,activecode,"slide:2/11/2022, 10:46:13 AM",ch3Ex6q,Unit1-Getting-Started,topic-1-9-practice-coding
4741,jacquelinea,2022-02-11 16:46:13.354899,activecode,"slide:2/11/2022, 10:46:13 AM",ch3Ex6q,Unit1-Getting-Started,topic-1-9-practice-coding
4742,johnme,2022-02-11 16:46:15.202811,parsonsMove,move|-|9_10_0-8_0-0_1_0-7_0-4_5_0-11_12_0-2_3_0-6_0|c0,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4743,jacquelinea,2022-02-11 16:46:15.352696,activecode,run,ch3Ex6q,Unit1-Getting-Started,topic-1-9-practice-coding
4744,jacquelinea,2022-02-11 16:46:15.488802,unittest,percent:100.00:passed:2:failed:0,ch3Ex6q,Unit1-Getting-Started,topic-1-9-practice-coding
4745,johnme,2022-02-11 16:46:16.139152,parsons,incorrect|-|9_10_0-8_0-0_1_0-7_0-4_5_0-11_12_0-2_3_0-6_0|c1,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4746,johnme,2022-02-11 16:46:19.461716,parsonsMove,move|-|8_0-0_1_0-7_0-4_5_0-11_12_0-2_3_0-6_0-9_10_0|c1,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4747,johnme,2022-02-11 16:46:20.222167,parsons,incorrect|-|8_0-0_1_0-7_0-4_5_0-11_12_0-2_3_0-6_0-9_10_0|c2,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4748,johnme,2022-02-11 16:46:22.703699,parsonsMove,move|-|2_3_0-8_0-0_1_0-7_0-4_5_0-11_12_0-6_0-9_10_0|c2,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4749,johnme,2022-02-11 16:46:25.308467,parsons,incorrect|-|2_3_0-8_0-0_1_0-7_0-4_5_0-11_12_0-6_0-9_10_0|c3,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4750,johnme,2022-02-11 16:46:27.788741,parsonsMove,move|-|2_3_0-0_1_0-8_0-7_0-4_5_0-11_12_0-6_0-9_10_0|c3,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4751,johnme,2022-02-11 16:46:29.117781,parsons,incorrect|-|2_3_0-0_1_0-8_0-7_0-4_5_0-11_12_0-6_0-9_10_0|c4,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4752,johnme,2022-02-11 16:46:32.684199,parsonsMove,move|-|11_12_0-2_3_0-0_1_0-8_0-7_0-4_5_0-6_0-9_10_0|c4,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4753,johnme,2022-02-11 16:46:33.729028,parsons,incorrect|-|11_12_0-2_3_0-0_1_0-8_0-7_0-4_5_0-6_0-9_10_0|c5,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4754,johnme,2022-02-11 16:46:35.786087,parsonsMove,move|-|0_1_0-11_12_0-2_3_0-8_0-7_0-4_5_0-6_0-9_10_0|c5,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4755,johnme,2022-02-11 16:46:36.818231,parsons,incorrect|-|0_1_0-11_12_0-2_3_0-8_0-7_0-4_5_0-6_0-9_10_0|c6,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4756,johnme,2022-02-11 16:46:41.525744,parsonsMove,move|-|0_1_0-11_12_0-2_3_0-7_0-8_0-4_5_0-6_0-9_10_0|c6,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4757,geovanyr,2022-02-11 16:46:42.000000,assignments,student_autograde,no params, , 
4758,johnme,2022-02-11 16:46:42.338893,parsons,incorrect|-|0_1_0-11_12_0-2_3_0-7_0-8_0-4_5_0-6_0-9_10_0|c7,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4759,geovanyr,2022-02-11 16:46:43.000000,assignments,doAssignment,assignment_id=96271, , 
4760,geovanyr,2022-02-11 16:46:43.000000,page,viewassignment,Assignment 1.2, , 
4761,johnme,2022-02-11 16:46:44.200535,parsonsMove,move|-|0_1_0-11_12_0-2_3_0-7_0-4_5_0-8_0-6_0-9_10_0|c7,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4762,johnme,2022-02-11 16:46:45.129395,parsons,incorrect|-|0_1_0-11_12_0-2_3_0-7_0-4_5_0-8_0-6_0-9_10_0|c8,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4763,geovanyr,2022-02-11 16:46:45.000000,assignments,update_submit,no params, , 
4764,geovanyr,2022-02-11 16:46:46.000000,assignments,doAssignment,assignment_id=96271, , 
4765,geovanyr,2022-02-11 16:46:46.000000,page,viewassignment,Assignment 1.2, , 
4766,johnme,2022-02-11 16:46:47.314636,parsonsMove,move|-|0_1_0-11_12_0-2_3_0-4_5_0-7_0-8_0-6_0-9_10_0|c8,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4767,johnme,2022-02-11 16:46:48.562019,parsons,incorrect|-|0_1_0-11_12_0-2_3_0-4_5_0-7_0-8_0-6_0-9_10_0|c9,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4768,johnme,2022-02-11 16:46:50.967435,parsonsMove,move|-|0_1_0-11_12_0-2_3_0-4_5_0-7_0-6_0-8_0-9_10_0|c9,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4769,johnme,2022-02-11 16:46:51.788859,parsons,incorrect|-|0_1_0-11_12_0-2_3_0-4_5_0-7_0-6_0-8_0-9_10_0|c10,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4770,johnme,2022-02-11 16:46:53.922102,parsonsMove,move|-|0_1_0-11_12_0-2_3_0-4_5_0-6_0-7_0-8_0-9_10_0|c10,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4771,jacquelinea,2022-02-11 16:46:54.347599,activecode,edit,ch3Ex8q,Unit1-Getting-Started,topic-1-9-practice-coding
4772,johnme,2022-02-11 16:46:54.745073,parsons,incorrect|-|0_1_0-11_12_0-2_3_0-4_5_0-6_0-7_0-8_0-9_10_0|c11,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4773,johnme,2022-02-11 16:46:56.764347,parsonsMove,move|-|11_12_0-0_1_0-2_3_0-4_5_0-6_0-7_0-8_0-9_10_0|c11,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4774,johnme,2022-02-11 16:46:57.821120,parsons,incorrect|-|11_12_0-0_1_0-2_3_0-4_5_0-6_0-7_0-8_0-9_10_0|c12,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4775,johnme,2022-02-11 16:47:01.848171,parsonsMove,move|-|0_1_0-11_12_0-2_3_0-4_5_0-6_0-7_0-8_0-9_10_0|c12,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4776,johnme,2022-02-11 16:47:02.877062,parsons,incorrect|-|0_1_0-11_12_0-2_3_0-4_5_0-6_0-7_0-8_0-9_10_0|c13,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4777,johnme,2022-02-11 16:47:04.777722,parsonsMove,move|-|0_1_0-2_3_0-11_12_0-4_5_0-6_0-7_0-8_0-9_10_0|c13,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4778,johnme,2022-02-11 16:47:05.638345,parsons,incorrect|-|0_1_0-2_3_0-11_12_0-4_5_0-6_0-7_0-8_0-9_10_0|c14,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4779,johnme,2022-02-11 16:47:07.573337,parsonsMove,move|-|0_1_0-2_3_0-4_5_0-11_12_0-6_0-7_0-8_0-9_10_0|c14,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4780,johnme,2022-02-11 16:47:08.548440,parsons,incorrect|-|0_1_0-2_3_0-4_5_0-11_12_0-6_0-7_0-8_0-9_10_0|c15,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4781,johnme,2022-02-11 16:47:10.329511,parsonsMove,move|-|0_1_0-2_3_0-4_5_0-6_0-11_12_0-7_0-8_0-9_10_0|c15,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4782,johnme,2022-02-11 16:47:11.108804,parsons,incorrect|-|0_1_0-2_3_0-4_5_0-6_0-11_12_0-7_0-8_0-9_10_0|c16,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4783,johnme,2022-02-11 16:47:13.055313,parsonsMove,move|-|0_1_0-2_3_0-4_5_0-6_0-7_0-11_12_0-8_0-9_10_0|c16,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4784,johnme,2022-02-11 16:47:14.247594,parsons,incorrect|-|0_1_0-2_3_0-4_5_0-6_0-7_0-11_12_0-8_0-9_10_0|c17,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4785,johnme,2022-02-11 16:47:16.112814,parsonsMove,move|-|0_1_0-2_3_0-4_5_0-6_0-7_0-8_0-11_12_0-9_10_0|c17,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4786,johnme,2022-02-11 16:47:16.876117,parsons,incorrect|-|0_1_0-2_3_0-4_5_0-6_0-7_0-8_0-11_12_0-9_10_0|c18,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4787,johnme,2022-02-11 16:47:18.415476,parsonsMove,move|-|0_1_0-2_3_0-4_5_0-6_0-7_0-8_0-9_10_0-11_12_0|c18,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4788,johnme,2022-02-11 16:47:19.093935,parsons,incorrect|-|0_1_0-2_3_0-4_5_0-6_0-7_0-8_0-9_10_0-11_12_0|c19,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4789,johnme,2022-02-11 16:47:20.923106,parsons,incorrect|-|0_1_0-2_3_0-4_5_0-6_0-7_0-8_0-9_10_0-11_12_0|c20,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4790,johnme,2022-02-11 16:47:21.139039,parsons,incorrect|-|0_1_0-2_3_0-4_5_0-6_0-7_0-8_0-9_10_0-11_12_0|c21,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4791,johnme,2022-02-11 16:47:21.282140,parsons,incorrect|-|0_1_0-2_3_0-4_5_0-6_0-7_0-8_0-9_10_0-11_12_0|c22,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4792,johnme,2022-02-11 16:47:21.532369,parsons,incorrect|-|0_1_0-2_3_0-4_5_0-6_0-7_0-8_0-9_10_0-11_12_0|c23,ch3ex5muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4793,jacquelinea,2022-02-11 16:47:27.437601,activecode,edit,ch3Ex10q,Unit1-Getting-Started,topic-1-9-practice-coding
4794,johnme,2022-02-11 16:47:33.710491,parsonsMove,start|10_0-2_0-5_0-3_0-9_0-4_0-8_0-6_0-7_0-0_1_0|-|c0,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4795,johnme,2022-02-11 16:47:34.245981,parsonsMove,move|2_0-5_0-3_0-9_0-4_0-8_0-6_0-7_0-0_1_0|10_0|c0,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4796,johnme,2022-02-11 16:47:35.533511,parsonsMove,move|5_0-3_0-9_0-4_0-8_0-6_0-7_0-0_1_0|10_0-2_0|c0,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4797,johnme,2022-02-11 16:47:36.848771,parsonsMove,move|3_0-9_0-4_0-8_0-6_0-7_0-0_1_0|10_0-2_0-5_0|c0,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4798,johnme,2022-02-11 16:47:38.173724,parsonsMove,move|9_0-4_0-8_0-6_0-7_0-0_1_0|10_0-2_0-5_0-3_0|c0,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4799,johnme,2022-02-11 16:47:39.589678,parsonsMove,move|4_0-8_0-6_0-7_0-0_1_0|10_0-2_0-5_0-3_0-9_0|c0,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4800,geovanyr,2022-02-11 16:47:40.275989,page,view,Unit1-Getting-Started/topic-1-9-practice-coding.html, , 
4801,johnme,2022-02-11 16:47:41.204082,parsonsMove,move|8_0-6_0-7_0-0_1_0|10_0-2_0-5_0-3_0-9_0-4_0|c0,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4802,johnme,2022-02-11 16:47:42.284864,parsonsMove,move|8_0-6_0-7_0|10_0-2_0-5_0-0_1_0-3_0-9_0-4_0|c0,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4803,johnme,2022-02-11 16:47:43.483584,parsonsMove,move|8_0-6_0|10_0-2_0-5_0-7_0-0_1_0-3_0-9_0-4_0|c0,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4804,geovanyr,2022-02-11 16:47:44.476926,page,view,Unit1-Getting-Started/Exercises.html, , 
4805,johnme,2022-02-11 16:47:44.479849,parsonsMove,move|8_0|10_0-2_0-6_0-5_0-7_0-0_1_0-3_0-9_0-4_0|c0,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4806,johnme,2022-02-11 16:47:45.585584,parsonsMove,move|-|10_0-2_0-6_0-8_0-5_0-7_0-0_1_0-3_0-9_0-4_0|c0,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4807,johnme,2022-02-11 16:47:47.065174,parsons,incorrect|-|10_0-2_0-6_0-8_0-5_0-7_0-0_1_0-3_0-9_0-4_0|c1,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4808,geovanyr,2022-02-11 16:47:48.593804,page,view,Unit1-Getting-Started/topic-1-9-practice-coding.html, , 
4809,johnme,2022-02-11 16:47:52.220131,parsonsMove,move|-|0_1_0-10_0-2_0-6_0-8_0-5_0-7_0-3_0-9_0-4_0|c1,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4810,johnme,2022-02-11 16:47:53.120312,parsons,incorrect|-|0_1_0-10_0-2_0-6_0-8_0-5_0-7_0-3_0-9_0-4_0|c2,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4811,johnme,2022-02-11 16:47:55.705962,parsonsMove,move|-|0_1_0-3_0-10_0-2_0-6_0-8_0-5_0-7_0-9_0-4_0|c2,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4812,johnme,2022-02-11 16:47:58.231337,parsons,incorrect|-|0_1_0-3_0-10_0-2_0-6_0-8_0-5_0-7_0-9_0-4_0|c3,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4813,geovanyr,2022-02-11 16:47:58.742775,page,view,Unit1-Getting-Started/Exercises.html, , 
4814,johnme,2022-02-11 16:48:02.437354,parsonsMove,move|-|0_1_0-3_0-10_0-4_0-2_0-6_0-8_0-5_0-7_0-9_0|c3,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4815,nvalente,2022-02-11 16:48:03.298204,page,view,index.html, , 
4816,johnme,2022-02-11 16:48:03.544808,parsons,incorrect|-|0_1_0-3_0-10_0-4_0-2_0-6_0-8_0-5_0-7_0-9_0|c4,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4817,johnme,2022-02-11 16:48:07.379690,parsonsMove,move|-|0_1_0-3_0-2_0-10_0-4_0-6_0-8_0-5_0-7_0-9_0|c4,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4818,johnme,2022-02-11 16:48:08.156068,parsons,incorrect|-|0_1_0-3_0-2_0-10_0-4_0-6_0-8_0-5_0-7_0-9_0|c5,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4819,johnme,2022-02-11 16:48:10.305502,parsonsMove,move|-|0_1_0-3_0-10_0-2_0-4_0-6_0-8_0-5_0-7_0-9_0|c5,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4820,johnme,2022-02-11 16:48:11.450391,parsons,incorrect|-|0_1_0-3_0-10_0-2_0-4_0-6_0-8_0-5_0-7_0-9_0|c6,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4821,nvalente,2022-02-11 16:48:12.000000,admin,index,no params, , 
4822,nvalente,2022-02-11 16:48:12.000000,admin,admin,no params, , 
4823,johnme,2022-02-11 16:48:13.657317,parsonsMove,move|-|0_1_0-3_0-5_0-10_0-2_0-4_0-6_0-8_0-7_0-9_0|c6,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4824,nvalente,2022-02-11 16:48:14.000000,admin,assignments,no params, , 
4825,johnme,2022-02-11 16:48:14.516072,parsons,incorrect|-|0_1_0-3_0-5_0-10_0-2_0-4_0-6_0-8_0-7_0-9_0|c7,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4826,ethanl,2022-02-11 16:48:15.540791,activecode,"slide:2/11/2022, 10:48:15 AM",ch3Ex6q,Unit1-Getting-Started,topic-1-9-practice-coding
4827,ethanl,2022-02-11 16:48:15.632467,activecode,"slide:2/11/2022, 10:48:15 AM",ch3Ex6q,Unit1-Getting-Started,topic-1-9-practice-coding
4828,johnme,2022-02-11 16:48:16.274334,parsonsMove,move|-|0_1_0-3_0-5_0-10_0-7_0-2_0-4_0-6_0-8_0-9_0|c7,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4829,johnme,2022-02-11 16:48:17.114302,parsons,incorrect|-|0_1_0-3_0-5_0-10_0-7_0-2_0-4_0-6_0-8_0-9_0|c8,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4830,ethanl,2022-02-11 16:48:17.454851,activecode,run,ch3Ex6q,Unit1-Getting-Started,topic-1-9-practice-coding
4831,ethanl,2022-02-11 16:48:17.511774,unittest,percent:0.00:passed:0:failed:2,ch3Ex6q,Unit1-Getting-Started,topic-1-9-practice-coding
4832,nvalente,2022-02-11 16:48:17.000000,admin,get_assignment,assignmentid=96238, , 
4833,johnme,2022-02-11 16:48:19.153340,parsonsMove,move|-|0_1_0-3_0-5_0-10_0-7_0-6_0-2_0-4_0-8_0-9_0|c8,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4834,johnme,2022-02-11 16:48:20.028342,parsons,incorrect|-|0_1_0-3_0-5_0-10_0-7_0-6_0-2_0-4_0-8_0-9_0|c9,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4835,johnme,2022-02-11 16:48:21.499234,parsonsMove,move|-|0_1_0-3_0-5_0-10_0-7_0-6_0-4_0-2_0-8_0-9_0|c9,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4836,johnme,2022-02-11 16:48:22.450919,parsons,incorrect|-|0_1_0-3_0-5_0-10_0-7_0-6_0-4_0-2_0-8_0-9_0|c10,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4837,johnme,2022-02-11 16:48:27.066954,parsonsMove,move|-|0_1_0-3_0-10_0-5_0-7_0-6_0-4_0-2_0-8_0-9_0|c10,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4838,johnme,2022-02-11 16:48:28.079807,parsons,incorrect|-|0_1_0-3_0-10_0-5_0-7_0-6_0-4_0-2_0-8_0-9_0|c11,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4839,johnme,2022-02-11 16:48:31.477319,parsonsMove,move|-|0_1_0-3_0-5_0-7_0-6_0-10_0-4_0-2_0-8_0-9_0|c11,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4840,johnme,2022-02-11 16:48:32.330901,parsons,incorrect|-|0_1_0-3_0-5_0-7_0-6_0-10_0-4_0-2_0-8_0-9_0|c12,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4841,jacquelinea,2022-02-11 16:48:37.237173,activecode,"slide:2/11/2022, 10:48:37 AM",ch3Ex10q,Unit1-Getting-Started,topic-1-9-practice-coding
4842,jacquelinea,2022-02-11 16:48:37.407703,activecode,"slide:2/11/2022, 10:48:37 AM",ch3Ex10q,Unit1-Getting-Started,topic-1-9-practice-coding
4843,jacquelinea,2022-02-11 16:48:38.905081,ac_error,11,ch3Ex10q,Unit1-Getting-Started,topic-1-9-practice-coding
4844,nvalente,2022-02-11 16:48:40.000000,admin,createAssignment,no params, , 
4845,nvalente,2022-02-11 16:48:40.000000,admin,get_assignment,assignmentid=96760, , 
4846,nvalente,2022-02-11 16:48:49.000000,admin,add__or_update_assignment_question,assignment=96760&question=1.%20Getting%20Started%20and%20Primitive%20Types%2F1.1%20Getting%20Started&activities_required=-1&points=1&autograde=interact&which_to_grade=first_answer&assign_type=reading, , 
4847,nvalente,2022-02-11 16:48:49.000000,admin,add__or_update_assignment_question,assignment=96760&question=1.%20Getting%20Started%20and%20Primitive%20Types%2F1.1.1%20Preface&activities_required=-1&points=1&autograde=interact&which_to_grade=first_answer&assign_type=reading, , 
4848,nvalente,2022-02-11 16:48:49.000000,admin,add__or_update_assignment_question,assignment=96760&question=1.%20Getting%20Started%20and%20Primitive%20Types%2F1.1.2%20About%20the%20AP%20CS%20A%20Exam&activities_required=-1&points=1&autograde=interact&which_to_grade=first_answer&assign_type=reading, , 
4849,nvalente,2022-02-11 16:48:49.000000,admin,add__or_update_assignment_question,assignment=96760&question=1.%20Getting%20Started%20and%20Primitive%20Types%2F1.1.3%20Transitioning%20from%20AP%20CSP%20to%20AP%20CS%20A&activities_required=-1&points=1&autograde=interact&which_to_grade=first_answer&assign_type=reading, , 
4850,nvalente,2022-02-11 16:48:49.000000,admin,add__or_update_assignment_question,assignment=96760&question=1.%20Getting%20Started%20and%20Primitive%20Types%2F1.1.4%20Java%20Development%20Environments&activities_required=-1&points=1&autograde=interact&which_to_grade=first_answer&assign_type=reading, , 
4851,nvalente,2022-02-11 16:48:50.000000,admin,add__or_update_assignment_question,assignment=96760&question=1.%20Getting%20Started%20and%20Primitive%20Types%2F1.1.5%20Growth%20Mindset%20and%20Pair%20Programming&activities_required=-1&points=1&autograde=interact&which_to_grade=first_answer&assign_type=reading, , 
4852,nvalente,2022-02-11 16:48:50.000000,admin,add__or_update_assignment_question,assignment=96760&question=1.%20Getting%20Started%20and%20Primitive%20Types%2F1.1.6%20Pretest%20for%20the%20AP%20CS%20A%20Exam&activities_required=-1&points=1&autograde=interact&which_to_grade=first_answer&assign_type=reading, , 
4853,nvalente,2022-02-11 16:48:50.000000,admin,add__or_update_assignment_question,assignment=96760&question=1.%20Getting%20Started%20and%20Primitive%20Types%2F1.1.7%20Survey&activities_required=-1&points=1&autograde=interact&which_to_grade=first_answer&assign_type=reading, , 
4854,nvalente,2022-02-11 16:48:50.000000,admin,add__or_update_assignment_question,assignment=96760&question=1.%20Getting%20Started%20and%20Primitive%20Types%2F1.2%20Why%20Programming%3F%20Why%20Java%3F&activities_required=-1&points=1&autograde=interact&which_to_grade=first_answer&assign_type=reading, , 
4855,nvalente,2022-02-11 16:48:50.000000,admin,add__or_update_assignment_question,assignment=96760&question=1.%20Getting%20Started%20and%20Primitive%20Types%2F1.3%20Variables%20and%20Data%20Types&activities_required=-1&points=1&autograde=interact&which_to_grade=first_answer&assign_type=reading, , 
4856,kaliyahr,2022-02-11 16:48:50.673819,page,view,index.html, , 
4857,johnme,2022-02-11 16:48:50.702978,parsonsMove,move|-|0_1_0-3_0-5_0-7_0-6_0-10_0-2_0-4_0-8_0-9_0|c12,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4858,nvalente,2022-02-11 16:48:50.000000,admin,add__or_update_assignment_question,assignment=96760&question=1.%20Getting%20Started%20and%20Primitive%20Types%2F1.4%20Expressions%20and%20Assignment%20Statements&activities_required=-1&points=1&autograde=interact&which_to_grade=first_answer&assign_type=reading, , 
4859,nvalente,2022-02-11 16:48:50.000000,admin,add__or_update_assignment_question,assignment=96760&question=1.%20Getting%20Started%20and%20Primitive%20Types%2F1.5%20Compound%20Assignment%20Operators&activities_required=-1&points=1&autograde=interact&which_to_grade=first_answer&assign_type=reading, , 
4860,nvalente,2022-02-11 16:48:50.000000,admin,add__or_update_assignment_question,assignment=96760&question=1.%20Getting%20Started%20and%20Primitive%20Types%2F1.6%20Casting%20and%20Ranges%20of%20Variables&activities_required=-1&points=1&autograde=interact&which_to_grade=first_answer&assign_type=reading, , 
4861,nvalente,2022-02-11 16:48:50.000000,admin,add__or_update_assignment_question,assignment=96760&question=1.%20Getting%20Started%20and%20Primitive%20Types%2F1.7%20Unit%201%20Summary&activities_required=-1&points=1&autograde=interact&which_to_grade=first_answer&assign_type=reading, , 
4862,nvalente,2022-02-11 16:48:51.000000,admin,add__or_update_assignment_question,assignment=96760&question=1.%20Getting%20Started%20and%20Primitive%20Types%2F1.8%20Mixed%20Up%20Code%20Practice&activities_required=-1&points=1&autograde=interact&which_to_grade=first_answer&assign_type=reading, , 
4863,nvalente,2022-02-11 16:48:51.000000,admin,add__or_update_assignment_question,assignment=96760&question=1.%20Getting%20Started%20and%20Primitive%20Types%2F1.9%20Experimental%3A%20Toggle%20Mixed%20Up%20or%20Write%20Code%20Practice&activities_required=-1&points=1&autograde=interact&which_to_grade=first_answer&assign_type=reading, , 
4864,nvalente,2022-02-11 16:48:51.000000,admin,add__or_update_assignment_question,assignment=96760&question=1.%20Getting%20Started%20and%20Primitive%20Types%2F1.10%20Coding%20Practice&activities_required=-1&points=1&autograde=interact&which_to_grade=first_answer&assign_type=reading, , 
4865,nvalente,2022-02-11 16:48:51.000000,admin,add__or_update_assignment_question,assignment=96760&question=1.%20Getting%20Started%20and%20Primitive%20Types%2F1.11%20Multiple%20Choice%20Exercises&activities_required=-1&points=1&autograde=interact&which_to_grade=first_answer&assign_type=reading, , 
4866,johnme,2022-02-11 16:48:51.456749,parsons,incorrect|-|0_1_0-3_0-5_0-7_0-6_0-10_0-2_0-4_0-8_0-9_0|c13,ch3ex10muc,Unit1-Getting-Started,topic-1-8-practice-mixed-code
4867,nvalente,2022-02-11 16:48:53.000000,admin,delete_assignment_question,assignment_id=96760&name=1.%20Getting%20Started%20and%20Primitive%20Types%2F1.1.1%20Preface, , 
